[2017-08-01 10:04:42] survey.INFO: Lecture shown for survey, id 207 [] []
[2017-08-07 07:44:54] survey.INFO: Lecture shown for survey, id 82 [] []
[2017-08-07 07:45:02] survey.INFO: Lecture shown for survey, id 75 [] []
[2017-08-07 07:45:41] survey.INFO: Lecture shown for survey, id 82 [] []
[2017-08-07 07:45:50] survey.INFO: Lecture shown for survey, id 104 [] []
[2017-08-07 07:46:09] survey.INFO: Lecture shown for survey, id 75 [] []
[2017-08-07 07:51:39] survey.INFO: Lecture shown for survey, id 75 [] []
[2017-08-07 07:51:52] survey.INFO: Lecture shown for survey, id 63 [] []
[2017-08-07 08:13:32] survey.INFO: Lecture shown for survey, id 75 [] []
[2017-08-07 08:15:39] survey.INFO: Lecture shown for survey, id 207 [] []
[2017-08-07 08:16:02] survey.INFO: Lecture shown for survey, id 207 [] []
[2017-08-07 08:45:45] survey.INFO: Lecture shown for survey, id 207 [] []
[2017-08-07 09:01:47] survey.INFO: Lecture shown for survey, id 104 [] []
[2017-08-07 09:13:32] survey.INFO: Lecture shown for survey, id 80 [] []
[2017-08-07 09:18:24] survey.INFO: Lecture shown for survey, id 12 [] []
[2017-08-07 09:18:43] survey.INFO: Lecture shown for survey, id 82 [] []
[2017-08-07 09:44:44] survey.INFO: Lecture shown for survey, id 94 [] []
[2017-08-07 09:45:13] survey.INFO: Lecture shown for survey, id 104 [] []
[2017-08-07 09:48:43] survey.INFO: Lecture shown for survey, id 82 [] []
[2017-08-07 09:50:26] survey.INFO: Lecture shown for survey, id 12 [] []
[2017-08-07 09:52:15] survey.INFO: Lecture shown for survey, id 94 [] []
[2017-08-07 10:08:37] survey.INFO: Lecture shown for survey, id 82 [] []
[2017-08-07 10:16:23] survey.INFO: Lecture shown for survey, id 75 [] []
[2017-08-07 10:35:36] survey.INFO: Lecture shown for survey, id 104 [] []
[2017-08-07 11:09:37] survey.INFO: Lecture shown for survey, id 82 [] []
[2017-08-07 11:13:03] survey.INFO: Lecture shown for survey, id 12 [] []
[2017-08-07 11:20:13] survey.INFO: Lecture shown for survey, id 12 [] []
[2017-08-07 11:28:12] survey.INFO: Lecture shown for survey, id 80 [] []
[2017-08-07 11:30:16] survey.INFO: Lecture shown for survey, id 12 [] []
[2017-08-07 11:44:26] survey.INFO: Lecture shown for survey, id 207 [] []
[2017-08-07 11:55:09] survey.INFO: Lecture shown for survey, id 104 [] []
[2017-08-07 13:43:34] survey.INFO: Lecture shown for survey, id 94 [] []
[2017-08-07 13:43:47] survey.INFO: Lecture shown for survey, id 104 [] []
[2017-08-07 13:43:54] survey.INFO: Lecture shown for survey, id 94 [] []
[2017-08-07 13:43:56] survey.INFO: Lecture shown for survey, id 104 [] []
[2017-08-07 13:44:00] survey.INFO: Lecture shown for survey, id 63 [] []
[2017-08-07 13:44:04] survey.INFO: Lecture shown for survey, id 80 [] []
[2017-08-07 13:44:07] survey.INFO: Lecture shown for survey, id 80 [] []
[2017-08-07 13:44:11] survey.INFO: Lecture shown for survey, id 94 [] []
[2017-08-07 13:44:23] survey.INFO: Lecture shown for survey, id 75 [] []
[2017-08-07 13:49:44] survey.INFO: Lecture shown for survey, id 82 [] []
[2017-08-07 14:25:17] survey.INFO: Lecture shown for survey, id 75 [] []
[2017-08-07 14:58:01] survey.INFO: Lecture shown for survey, id 63 [] []
[2017-08-07 14:59:27] survey.INFO: Lecture shown for survey, id 75 [] []
[2017-08-07 15:15:21] survey.INFO: Lecture shown for survey, id 80 [] []
[2017-08-07 16:57:18] survey.INFO: Lecture shown for survey, id 75 [] []
[2017-08-07 18:46:59] survey.INFO: Lecture shown for survey, id 80 [] []
[2017-08-07 22:16:28] survey.INFO: Lecture shown for survey, id 80 [] []
[2017-08-07 23:07:25] survey.INFO: Lecture shown for survey, id 12 [] []
[2017-08-08 00:31:35] survey.INFO: Lecture shown for survey, id 80 [] []
[2017-08-08 00:41:06] survey.INFO: Lecture shown for survey, id 12 [] []
[2017-08-08 00:47:08] survey.INFO: Lecture shown for survey, id 63 [] []
[2017-08-08 01:40:52] survey.INFO: Lecture shown for survey, id 94 [] []
[2017-08-08 02:05:56] survey.INFO: Lecture shown for survey, id 82 [] []
[2017-08-08 02:51:41] survey.INFO: Lecture shown for survey, id 75 [] []
[2017-08-08 04:22:39] survey.INFO: Lecture shown for survey, id 80 [] []
[2017-08-08 04:26:09] survey.INFO: Lecture shown for survey, id 104 [] []
[2017-08-08 05:23:10] survey.INFO: Lecture shown for survey, id 82 [] []
[2017-08-08 07:09:46] survey.INFO: Lecture shown for survey, id 82 [] []
[2017-08-08 07:10:27] survey.INFO: Lecture shown for survey, id 82 [] []
[2017-08-08 07:11:35] survey.INFO: Lecture shown for survey, id 12 [] []
[2017-08-08 09:49:13] survey.INFO: Lecture shown for survey, id 75 [] []
[2017-08-08 09:52:46] survey.INFO: Lecture shown for survey, id 12 [] []
[2017-08-08 12:09:17] survey.INFO: Lecture shown for survey, id 80 [] []
[2017-08-08 14:19:19] survey.INFO: Lecture shown for survey, id 12 [] []
[2017-08-08 14:23:14] survey.INFO: Lecture shown for survey, id 80 [] []
[2017-08-08 15:13:05] survey.INFO: Lecture shown for survey, id 12 [] []
[2017-08-08 15:29:05] survey.INFO: Lecture shown for survey, id 207 [] []
[2017-08-08 16:26:29] survey.INFO: Lecture shown for survey, id 75 [] []
[2017-08-08 19:16:25] survey.INFO: Lecture shown for survey, id 12 [] []
[2017-08-09 00:20:10] survey.INFO: Lecture shown for survey, id 80 [] []
[2017-08-09 01:39:37] survey.INFO: Lecture shown for survey, id 12 [] []
[2017-08-09 03:01:24] survey.INFO: Lecture shown for survey, id 94 [] []
[2017-08-09 03:01:34] survey.INFO: Lecture shown for survey, id 12 [] []
[2017-08-09 03:13:21] survey.INFO: Lecture shown for survey, id 94 [] []
[2017-08-09 03:15:02] survey.INFO: Lecture shown for survey, id 12 [] []
[2017-08-09 03:30:48] survey.INFO: Lecture shown for survey, id 12 [] []
[2017-08-09 03:37:43] survey.INFO: Lecture shown for survey, id 104 [] []
[2017-08-09 03:55:56] survey.INFO: Lecture shown for survey, id 63 [] []
[2017-08-09 03:59:45] survey.INFO: Lecture shown for survey, id 12 [] []
[2017-08-09 04:27:56] survey.INFO: Lecture shown for survey, id 82 [] []
[2017-08-09 04:39:11] survey.INFO: Lecture shown for survey, id 80 [] []
[2017-08-09 04:39:12] survey.INFO: Lecture shown for survey, id 12 [] []
[2017-08-09 04:56:05] survey.INFO: Lecture shown for survey, id 12 [] []
[2017-08-09 04:56:16] survey.INFO: Lecture shown for survey, id 80 [] []
[2017-08-09 05:18:05] survey.INFO: Lecture shown for survey, id 94 [] []
[2017-08-09 05:52:46] survey.INFO: Lecture shown for survey, id 63 [] []
[2017-08-09 06:28:47] survey.INFO: Lecture shown for survey, id 82 [] []
[2017-08-09 07:48:21] survey.INFO: Lecture shown for survey, id 63 [] []
[2017-08-09 07:48:35] survey.INFO: Lecture shown for survey, id 80 [] []
[2017-08-09 08:02:42] survey.INFO: Lecture shown for survey, id 94 [] []
[2017-08-09 08:15:32] survey.INFO: Lecture shown for survey, id 12 [] []
[2017-08-09 08:26:14] survey.INFO: Lecture shown for survey, id 80 [] []
[2017-08-09 08:26:38] survey.INFO: Lecture shown for survey, id 82 [] []
[2017-08-09 08:26:47] survey.INFO: Lecture shown for survey, id 94 [] []
[2017-08-09 08:26:56] survey.INFO: Lecture shown for survey, id 63 [] []
[2017-08-09 08:27:03] survey.INFO: Lecture shown for survey, id 82 [] []
[2017-08-09 08:27:09] survey.INFO: Lecture shown for survey, id 75 [] []
[2017-08-09 08:27:15] survey.INFO: Lecture shown for survey, id 82 [] []
[2017-08-09 08:27:21] survey.INFO: Lecture shown for survey, id 63 [] []
[2017-08-09 08:27:26] survey.INFO: Lecture shown for survey, id 207 [] []
[2017-08-09 08:27:32] survey.INFO: Lecture shown for survey, id 80 [] []
[2017-08-09 08:27:38] survey.INFO: Lecture shown for survey, id 104 [] []
[2017-08-09 08:27:47] survey.INFO: Lecture shown for survey, id 75 [] []
[2017-08-09 08:31:27] survey.INFO: Lecture shown for survey, id 207 [] []
[2017-08-09 09:20:25] survey.INFO: Lecture shown for survey, id 82 [] []
[2017-08-09 09:20:25] survey.INFO: Lecture shown for survey, id 94 [] []
[2017-08-09 09:20:26] survey.INFO: Lecture shown for survey, id 82 [] []
[2017-08-09 09:20:49] survey.INFO: Lecture shown for survey, id 207 [] []
[2017-08-09 09:20:50] survey.INFO: Lecture shown for survey, id 207 [] []
[2017-08-09 09:20:50] survey.INFO: Lecture shown for survey, id 80 [] []
[2017-08-09 09:21:16] survey.INFO: Lecture shown for survey, id 75 [] []
[2017-08-09 09:21:16] survey.INFO: Lecture shown for survey, id 104 [] []
[2017-08-09 09:21:17] survey.INFO: Lecture shown for survey, id 75 [] []
[2017-08-09 09:21:37] survey.INFO: Lecture shown for survey, id 12 [] []
[2017-08-09 09:21:37] survey.INFO: Lecture shown for survey, id 75 [] []
[2017-08-09 09:21:38] survey.INFO: Lecture shown for survey, id 80 [] []
[2017-08-09 09:21:40] survey.INFO: Lecture shown for survey, id 75 [] []
[2017-08-09 09:21:40] survey.INFO: Lecture shown for survey, id 82 [] []
[2017-08-09 09:21:40] survey.INFO: Lecture shown for survey, id 75 [] []
[2017-08-09 09:21:44] survey.INFO: Lecture shown for survey, id 104 [] []
[2017-08-09 09:21:44] survey.INFO: Lecture shown for survey, id 80 [] []
[2017-08-09 09:21:45] survey.INFO: Lecture shown for survey, id 104 [] []
[2017-08-09 09:23:32] survey.INFO: Lecture shown for survey, id 94 [] []
[2017-08-09 09:53:13] survey.INFO: Lecture shown for survey, id 104 [] []
[2017-08-09 09:53:14] survey.INFO: Lecture shown for survey, id 94 [] []
[2017-08-09 11:17:43] survey.INFO: Lecture shown for survey, id 63 [] []
[2017-08-09 11:17:43] survey.INFO: Lecture shown for survey, id 104 [] []
[2017-08-09 11:20:12] survey.INFO: Lecture shown for survey, id 207 [] []
[2017-08-09 11:34:08] survey.INFO: Lecture shown for survey, id 80 [] []
[2017-08-09 12:23:51] survey.INFO: Lecture shown for survey, id 63 [] []
[2017-08-09 13:03:04] survey.INFO: Lecture shown for survey, id 63 [] []
[2017-08-09 15:29:49] survey.INFO: Lecture shown for survey, id 75 [] []
[2017-08-09 16:19:33] survey.INFO: Lecture shown for survey, id 80 [] []
[2017-08-09 16:38:34] survey.INFO: Lecture shown for survey, id 80 [] []
[2017-08-09 17:03:28] survey.INFO: Lecture shown for survey, id 63 [] []
[2017-08-09 17:04:08] survey.INFO: Lecture shown for survey, id 207 [] []
[2017-08-09 17:53:42] survey.INFO: Lecture shown for survey, id 12 [] []
[2017-08-09 17:56:20] survey.INFO: Lecture shown for survey, id 80 [] []
[2017-08-09 17:58:52] survey.INFO: Lecture shown for survey, id 12 [] []
[2017-08-09 18:54:28] survey.INFO: Lecture shown for survey, id 80 [] []
[2017-08-09 18:54:34] survey.INFO: Lecture shown for survey, id 63 [] []
[2017-08-09 19:02:11] survey.INFO: Lecture shown for survey, id 80 [] []
[2017-08-09 21:36:09] survey.INFO: Lecture shown for survey, id 207 [] []
[2017-08-09 21:56:20] survey.INFO: Lecture shown for survey, id 80 [] []
[2017-08-09 22:45:25] survey.INFO: Lecture shown for survey, id 104 [] []
[2017-08-10 01:02:21] survey.INFO: Lecture shown for survey, id 82 [] []
[2017-08-10 01:16:49] survey.INFO: Lecture shown for survey, id 82 [] []
[2017-08-10 01:17:19] survey.INFO: Lecture shown for survey, id 104 [] []
[2017-08-10 02:53:38] survey.INFO: Lecture shown for survey, id 80 [] []
[2017-08-10 04:39:43] survey.INFO: Lecture shown for survey, id 12 [] []
[2017-08-10 04:53:10] survey.INFO: Lecture shown for survey, id 12 [] []
[2017-08-10 09:14:09] survey.INFO: Lecture shown for survey, id 82 [] []
[2017-08-10 09:50:34] survey.INFO: Lecture shown for survey, id 63 [] []
[2017-08-10 09:58:39] survey.INFO: Lecture shown for survey, id 75 [] []
[2017-08-10 13:44:58] survey.INFO: Lecture shown for survey, id 75 [] []
[2017-08-10 14:57:18] survey.INFO: Lecture shown for survey, id 12 [] []
[2017-08-10 15:52:18] survey.INFO: Lecture shown for survey, id 63 [] []
[2017-08-10 15:52:19] survey.INFO: Lecture shown for survey, id 75 [] []
[2017-08-10 21:17:34] survey.INFO: Lecture shown for survey, id 94 [] []
[2017-08-11 01:19:02] survey.INFO: Lecture shown for survey, id 80 [] []
[2017-08-11 04:20:14] survey.INFO: Lecture shown for survey, id 12 [] []
[2017-08-11 05:27:06] survey.INFO: Lecture shown for survey, id 80 [] []
[2017-08-11 05:30:02] survey.INFO: Lecture shown for survey, id 12 [] []
[2017-08-11 05:30:10] survey.INFO: Lecture shown for survey, id 207 [] []
[2017-08-11 05:30:16] survey.INFO: Lecture shown for survey, id 80 [] []
[2017-08-11 05:30:20] survey.INFO: Lecture shown for survey, id 75 [] []
[2017-08-11 05:30:30] survey.INFO: Lecture shown for survey, id 207 [] []
[2017-08-11 05:30:34] survey.INFO: Lecture shown for survey, id 80 [] []
[2017-08-11 05:30:37] survey.INFO: Lecture shown for survey, id 104 [] []
[2017-08-11 07:57:07] survey.INFO: Lecture shown for survey, id 207 [] []
[2017-08-11 09:15:10] survey.INFO: Lecture shown for survey, id 207 [] []
[2017-08-11 09:23:23] survey.INFO: Lecture shown for survey, id 63 [] []
[2017-08-11 09:38:11] survey.INFO: Lecture shown for survey, id 80 [] []
[2017-08-11 09:38:11] survey.INFO: Lecture shown for survey, id 75 [] []
[2017-08-11 09:47:08] survey.INFO: Lecture shown for survey, id 104 [] []
[2017-08-12 20:10:25] survey.INFO: Lecture shown for survey, id 94 [] []
[2017-08-13 02:55:23] survey.INFO: Lecture shown for survey, id 104 [] []
[2017-08-13 09:03:10] survey.INFO: Lecture shown for survey, id 94 [] []
[2017-08-14 02:02:49] survey.INFO: Lecture shown for survey, id 80 [] []
[2017-08-14 02:02:56] survey.INFO: Lecture shown for survey, id 63 [] []
[2017-08-14 02:03:10] survey.INFO: Lecture shown for survey, id 82 [] []
[2017-08-14 04:14:39] survey.INFO: Lecture shown for survey, id 80 [] []
[2017-08-14 04:25:55] survey.INFO: Lecture shown for survey, id 12 [] []
[2017-08-14 04:29:51] survey.INFO: Lecture shown for survey, id 63 [] []
[2017-08-14 04:31:58] survey.INFO: Lecture shown for survey, id 80 [] []
[2017-08-14 04:38:36] survey.INFO: Lecture shown for survey, id 94 [] []
[2017-08-14 04:38:54] survey.INFO: Lecture shown for survey, id 75 [] []
[2017-08-14 04:44:10] survey.INFO: Lecture shown for survey, id 82 [] []
[2017-08-14 05:00:42] survey.INFO: Lecture shown for survey, id 63 [] []
[2017-08-14 05:13:47] survey.INFO: Lecture shown for survey, id 207 [] []
[2017-08-14 05:16:33] survey.INFO: Lecture shown for survey, id 63 [] []
[2017-08-14 05:17:10] survey.INFO: Lecture shown for survey, id 12 [] []
[2017-08-14 05:17:17] survey.INFO: Lecture shown for survey, id 104 [] []
[2017-08-14 05:17:56] survey.INFO: Lecture shown for survey, id 12 [] []
[2017-08-14 05:18:13] survey.INFO: Lecture shown for survey, id 80 [] []
[2017-08-14 05:18:19] survey.INFO: Lecture shown for survey, id 82 [] []
[2017-08-14 05:19:07] survey.INFO: Lecture shown for survey, id 94 [] []
[2017-08-14 05:19:09] survey.INFO: Lecture shown for survey, id 104 [] []
[2017-08-14 05:19:11] survey.INFO: Lecture shown for survey, id 104 [] []
[2017-08-14 05:19:13] survey.INFO: Lecture shown for survey, id 75 [] []
[2017-08-14 05:19:14] survey.INFO: Lecture shown for survey, id 63 [] []
[2017-08-14 05:19:16] survey.INFO: Lecture shown for survey, id 82 [] []
[2017-08-14 05:19:17] survey.INFO: Lecture shown for survey, id 82 [] []
[2017-08-14 05:19:19] survey.INFO: Lecture shown for survey, id 12 [] []
[2017-08-14 05:19:20] survey.INFO: Lecture shown for survey, id 207 [] []
[2017-08-14 05:19:23] survey.INFO: Lecture shown for survey, id 12 [] []
[2017-08-14 05:19:25] survey.INFO: Lecture shown for survey, id 12 [] []
[2017-08-14 05:19:26] survey.INFO: Lecture shown for survey, id 12 [] []
[2017-08-14 05:19:27] survey.INFO: Lecture shown for survey, id 75 [] []
[2017-08-14 05:19:28] survey.INFO: Lecture shown for survey, id 63 [] []
[2017-08-14 05:19:30] survey.INFO: Lecture shown for survey, id 12 [] []
[2017-08-14 05:19:31] survey.INFO: Lecture shown for survey, id 104 [] []
[2017-08-14 05:19:33] survey.INFO: Lecture shown for survey, id 207 [] []
[2017-08-14 05:19:47] survey.INFO: Lecture shown for survey, id 75 [] []
[2017-08-14 05:19:49] survey.INFO: Lecture shown for survey, id 94 [] []
[2017-08-14 05:19:50] survey.INFO: Lecture shown for survey, id 82 [] []
[2017-08-14 05:19:51] survey.INFO: Lecture shown for survey, id 207 [] []
[2017-08-14 05:20:06] survey.INFO: Lecture shown for survey, id 94 [] []
[2017-08-14 05:20:10] survey.INFO: Lecture shown for survey, id 207 [] []
[2017-08-14 05:20:11] survey.INFO: Lecture shown for survey, id 94 [] []
[2017-08-14 05:21:57] survey.INFO: Lecture shown for survey, id 104 [] []
[2017-08-14 05:44:31] survey.INFO: Lecture shown for survey, id 75 [] []
[2017-08-14 06:06:05] survey.INFO: Lecture shown for survey, id 104 [] []
[2017-08-14 06:16:45] survey.INFO: Lecture shown for survey, id 80 [] []
[2017-08-14 06:59:01] survey.INFO: Lecture shown for survey, id 63 [] []
[2017-08-14 08:02:54] survey.INFO: Lecture shown for survey, id 12 [] []
[2017-08-14 10:17:53] survey.INFO: Lecture shown for survey, id 82 [] []
[2017-08-14 10:28:58] survey.INFO: Lecture shown for survey, id 63 [] []
[2017-08-14 10:58:07] survey.INFO: Lecture shown for survey, id 63 [] []
[2017-08-14 11:04:26] survey.INFO: Lecture shown for survey, id 75 [] []
[2017-08-14 11:35:13] survey.INFO: Lecture shown for survey, id 12 [] []
[2017-08-14 11:35:27] survey.INFO: Lecture shown for survey, id 82 [] []
[2017-08-14 11:35:34] survey.INFO: Lecture shown for survey, id 94 [] []
[2017-08-14 11:35:41] survey.INFO: Lecture shown for survey, id 63 [] []
[2017-08-14 11:35:49] survey.INFO: Lecture shown for survey, id 80 [] []
[2017-08-14 11:38:28] survey.INFO: Lecture shown for survey, id 104 [] []
[2017-08-14 12:40:00] survey.INFO: Lecture shown for survey, id 82 [] []
[2017-08-14 14:39:39] survey.INFO: Lecture shown for survey, id 75 [] []
[2017-08-14 14:41:34] survey.INFO: Lecture shown for survey, id 82 [] []
[2017-08-14 15:21:10] survey.INFO: Lecture shown for survey, id 104 [] []
[2017-08-14 16:15:26] survey.INFO: Lecture shown for survey, id 75 [] []
[2017-08-14 16:59:46] survey.INFO: Lecture shown for survey, id 94 [] []
[2017-08-14 17:02:10] survey.INFO: Lecture shown for survey, id 63 [] []
[2017-08-14 17:02:13] survey.INFO: Lecture shown for survey, id 94 [] []
[2017-08-14 17:02:15] survey.INFO: Lecture shown for survey, id 207 [] []
[2017-08-14 17:02:17] survey.INFO: Lecture shown for survey, id 82 [] []
[2017-08-14 17:02:19] survey.INFO: Lecture shown for survey, id 82 [] []
[2017-08-14 17:02:21] survey.INFO: Lecture shown for survey, id 94 [] []
[2017-08-14 17:02:23] survey.INFO: Lecture shown for survey, id 63 [] []
[2017-08-14 17:02:24] survey.INFO: Lecture shown for survey, id 94 [] []
[2017-08-14 17:02:26] survey.INFO: Lecture shown for survey, id 12 [] []
[2017-08-14 17:02:27] survey.INFO: Lecture shown for survey, id 63 [] []
[2017-08-14 17:02:28] survey.INFO: Lecture shown for survey, id 82 [] []
[2017-08-14 17:02:30] survey.INFO: Lecture shown for survey, id 80 [] []
[2017-08-14 17:02:34] survey.INFO: Lecture shown for survey, id 80 [] []
[2017-08-14 17:02:36] survey.INFO: Lecture shown for survey, id 207 [] []
[2017-08-14 17:02:40] survey.INFO: Lecture shown for survey, id 80 [] []
[2017-08-14 17:02:43] survey.INFO: Lecture shown for survey, id 75 [] []
[2017-08-14 17:04:33] survey.INFO: Lecture shown for survey, id 82 [] []
[2017-08-14 17:04:37] survey.INFO: Lecture shown for survey, id 94 [] []
[2017-08-14 17:04:41] survey.INFO: Lecture shown for survey, id 207 [] []
[2017-08-14 17:04:44] survey.INFO: Lecture shown for survey, id 63 [] []
[2017-08-14 17:04:47] survey.INFO: Lecture shown for survey, id 207 [] []
[2017-08-14 17:04:49] survey.INFO: Lecture shown for survey, id 82 [] []
[2017-08-14 17:04:51] survey.INFO: Lecture shown for survey, id 12 [] []
[2017-08-14 17:04:53] survey.INFO: Lecture shown for survey, id 63 [] []
[2017-08-14 17:04:55] survey.INFO: Lecture shown for survey, id 80 [] []
[2017-08-14 17:04:58] survey.INFO: Lecture shown for survey, id 82 [] []
[2017-08-14 17:05:00] survey.INFO: Lecture shown for survey, id 94 [] []
[2017-08-14 17:05:01] survey.INFO: Lecture shown for survey, id 63 [] []
[2017-08-14 17:05:03] survey.INFO: Lecture shown for survey, id 63 [] []
[2017-08-14 17:05:05] survey.INFO: Lecture shown for survey, id 104 [] []
[2017-08-14 18:08:46] survey.INFO: Lecture shown for survey, id 104 [] []
[2017-08-14 18:09:01] survey.INFO: Lecture shown for survey, id 63 [] []
[2017-08-15 02:16:53] survey.INFO: Lecture shown for survey, id 94 [] []
[2017-08-15 02:46:12] survey.INFO: Lecture shown for survey, id 82 [] []
[2017-08-15 02:48:50] survey.INFO: Lecture shown for survey, id 104 [] []
[2017-08-15 03:27:20] survey.INFO: Lecture shown for survey, id 80 [] []
[2017-08-15 03:27:30] survey.INFO: Lecture shown for survey, id 63 [] []
[2017-08-15 03:27:37] survey.INFO: Lecture shown for survey, id 94 [] []
[2017-08-15 03:27:42] survey.INFO: Lecture shown for survey, id 82 [] []
[2017-08-15 03:43:58] survey.INFO: Lecture shown for survey, id 207 [] []
[2017-08-15 03:46:52] survey.INFO: Lecture shown for survey, id 12 [] []
[2017-08-15 05:12:19] survey.INFO: Lecture shown for survey, id 12 [] []
[2017-08-15 05:21:48] survey.INFO: Lecture shown for survey, id 63 [] []
[2017-08-15 05:21:54] survey.INFO: Lecture shown for survey, id 104 [] []
[2017-08-15 06:22:15] survey.INFO: Lecture shown for survey, id 12 [] []
[2017-08-15 07:21:00] survey.INFO: Lecture shown for survey, id 104 [] []
[2017-08-15 15:37:27] survey.INFO: Lecture shown for survey, id 207 [] []
[2017-08-15 16:04:10] survey.INFO: Lecture shown for survey, id 207 [] []
[2017-08-15 16:43:34] survey.INFO: Lecture shown for survey, id 75 [] []
[2017-08-15 21:19:29] survey.INFO: Lecture shown for survey, id 12 [] []
[2017-08-16 03:38:29] survey.INFO: Lecture shown for survey, id 63 [] []
[2017-08-16 03:38:46] survey.INFO: Lecture shown for survey, id 63 [] []
[2017-08-16 05:26:38] survey.INFO: Lecture shown for survey, id 80 [] []
[2017-08-16 05:27:10] survey.INFO: Lecture shown for survey, id 104 [] []
[2017-08-16 05:51:44] survey.INFO: Lecture shown for survey, id 80 [] []
[2017-08-16 07:27:37] survey.INFO: Lecture shown for survey, id 94 [] []
[2017-08-16 09:02:46] survey.INFO: Lecture shown for survey, id 104 [] []
[2017-08-16 09:02:47] survey.INFO: Lecture shown for survey, id 94 [] []
[2017-08-16 13:05:00] survey.INFO: Lecture shown for survey, id 80 [] []
[2017-08-16 14:46:11] survey.INFO: Lecture shown for survey, id 12 [] []
[2017-08-16 16:23:43] survey.INFO: Lecture shown for survey, id 80 [] []
[2017-08-16 16:24:17] survey.INFO: Lecture shown for survey, id 80 [] []
[2017-08-16 16:28:39] survey.INFO: Lecture shown for survey, id 94 [] []
[2017-08-16 16:31:42] survey.INFO: Lecture shown for survey, id 82 [] []
[2017-08-17 01:30:21] survey.INFO: Lecture shown for survey, id 63 [] []
[2017-08-17 07:38:44] survey.INFO: Lecture shown for survey, id 94 [] []
[2017-08-17 08:51:32] survey.INFO: Lecture shown for survey, id 75 [] []
[2017-08-17 09:20:36] survey.INFO: Lecture shown for survey, id 80 [] []
[2017-08-17 09:23:51] survey.INFO: Lecture shown for survey, id 12 [] []
[2017-08-17 09:26:57] survey.INFO: Lecture shown for survey, id 63 [] []
[2017-08-17 09:41:14] survey.INFO: Lecture shown for survey, id 63 [] []
[2017-08-17 09:49:29] survey.INFO: Lecture shown for survey, id 94 [] []
[2017-08-17 11:27:46] survey.INFO: Lecture shown for survey, id 104 [] []
[2017-08-17 12:01:36] survey.INFO: Lecture shown for survey, id 12 [] []
[2017-08-17 13:27:02] survey.INFO: Lecture shown for survey, id 75 [] []
[2017-08-17 13:27:19] survey.INFO: Lecture shown for survey, id 207 [] []
[2017-08-17 13:27:21] survey.INFO: Lecture shown for survey, id 63 [] []
[2017-08-17 13:27:24] survey.INFO: Lecture shown for survey, id 207 [] []
[2017-08-17 13:27:25] survey.INFO: Lecture shown for survey, id 94 [] []
[2017-08-17 13:27:27] survey.INFO: Lecture shown for survey, id 104 [] []
[2017-08-17 13:27:29] survey.INFO: Lecture shown for survey, id 94 [] []
[2017-08-17 13:27:33] survey.INFO: Lecture shown for survey, id 94 [] []
[2017-08-17 13:27:36] survey.INFO: Lecture shown for survey, id 63 [] []
[2017-08-17 13:27:37] survey.INFO: Lecture shown for survey, id 12 [] []
[2017-08-17 13:27:38] survey.INFO: Lecture shown for survey, id 12 [] []
[2017-08-17 13:27:40] survey.INFO: Lecture shown for survey, id 104 [] []
[2017-08-17 13:27:42] survey.INFO: Lecture shown for survey, id 12 [] []
[2017-08-17 13:27:43] survey.INFO: Lecture shown for survey, id 63 [] []
[2017-08-17 13:27:45] survey.INFO: Lecture shown for survey, id 63 [] []
[2017-08-17 13:27:46] survey.INFO: Lecture shown for survey, id 63 [] []
[2017-08-17 13:27:48] survey.INFO: Lecture shown for survey, id 63 [] []
[2017-08-17 13:27:50] survey.INFO: Lecture shown for survey, id 80 [] []
[2017-08-17 13:27:51] survey.INFO: Lecture shown for survey, id 63 [] []
[2017-08-17 13:27:53] survey.INFO: Lecture shown for survey, id 207 [] []
[2017-08-17 13:27:54] survey.INFO: Lecture shown for survey, id 104 [] []
[2017-08-17 14:06:11] survey.INFO: Lecture shown for survey, id 12 [] []
[2017-08-17 16:10:22] survey.INFO: Lecture shown for survey, id 104 [] []
[2017-08-17 16:19:13] survey.INFO: Lecture shown for survey, id 82 [] []
[2017-08-17 16:19:25] survey.INFO: Lecture shown for survey, id 75 [] []
[2017-08-17 16:19:34] survey.INFO: Lecture shown for survey, id 12 [] []
[2017-08-17 16:19:41] survey.INFO: Lecture shown for survey, id 94 [] []
[2017-08-17 16:20:04] survey.INFO: Lecture shown for survey, id 80 [] []
[2017-08-17 16:20:11] survey.INFO: Lecture shown for survey, id 75 [] []
[2017-08-17 16:20:18] survey.INFO: Lecture shown for survey, id 94 [] []
[2017-08-17 16:20:24] survey.INFO: Lecture shown for survey, id 104 [] []
[2017-08-17 16:20:31] survey.INFO: Lecture shown for survey, id 80 [] []
[2017-08-17 16:20:37] survey.INFO: Lecture shown for survey, id 12 [] []
[2017-08-17 16:20:43] survey.INFO: Lecture shown for survey, id 80 [] []
[2017-08-17 16:20:50] survey.INFO: Lecture shown for survey, id 94 [] []
[2017-08-17 19:42:52] survey.INFO: Lecture shown for survey, id 104 [] []
[2017-08-18 06:21:07] survey.INFO: Lecture shown for survey, id 82 [] []
[2017-08-18 06:21:15] survey.INFO: Lecture shown for survey, id 80 [] []
[2017-08-18 07:48:59] survey.INFO: Lecture shown for survey, id 94 [] []
[2017-08-18 12:03:18] survey.INFO: Lecture shown for survey, id 12 [] []
[2017-08-18 14:25:12] survey.INFO: Lecture shown for survey, id 75 [] []
